Ticker,date,LTM_REVENUE,LTM_EPS,LTM_OPERATING_INCOME,LTM_OPERATING_MARGIN,EV,NTM_PE,NTM_REVENUE,NTM_EPS,NTM_OPERATING_MARGIN,NTM_EV_EBITDA,LTM_EBITDA,MARKET_CAP,DAILY_VOLUME,LTM_DIVIDEND_YIELD,LTM_GROSS_MARGIN,LTM_EBIT_MARGIN,LONG_TERM_EPS_CAGR,LATEST_ANNUAL_DPS,LTM_EBITDA_MARGIN,TOTAL_DEBT_TO_ASSET,YOY_QUARTER_REVENUE_GROWTH,YOY_QUARTER_EPS_GROWTH,REVENUE_TO_CASH,LTM_EV_TO_EBITDA,LTM_PE,SHORT_INTEREST,SHORT_INTEREST_PERCENT_EQUITY_FLOAT,IMPLIED_CDS_SPREAD,IMPLIED_VOLATILITY_DELTA,TOTAL_CALL_OPEN_INTEREST,TOTAL_PUT_OPEN_INTEREST,PB,TOTAL_DEBT_TO_EQUITY,LTM_TOTAL_DEBT_TO_EBITDA,LTM_ROE,TANGIBLE_BOOK_VALUE_PER_SHARE,LTM_CAPITAL_EXPENDITURES,NET_DEBT,NTM_REVENUE_GROWTH,LTM_EV_REVENUE,LTM_EV_EBIT,LTM_EBITDA_CAPEX_MARGIN
HD,1/29/16,86701,5.2837,11416,13.1671,174598,21.034,91835.1,5.979,,12.245,13241,159449,7616220,1.8766,34.2453,13.1671,13.985,0.59,15.272,47.2504,6.3511,17.2414,7.1773,13.1861,13.0929,1267.88,9790880,0.774,40,19.387,109440,104710,24.929,273.815,1.5756,78.0303,4.3438,-1526,4964.587868,0.059216157,2.013794535,15.29414856
HD,2/29/16,88519,5.4083,11774,13.3011,176551,20.048,93404.8,6.191,,11.78,13637,157369,5575320,1.9014,34.1904,13.3011,12.82,0.59,15.4057,50.0952,9.4875,10.3774,9.4675,12.9464,12.9404,1267.88,10629100,0.84,42,23.27,130834,139206,24.6039,337.476,1.563,89.6406,3.3658,-1503,5439.752711,0.05519493,1.994498356,14.99498896
HD,3/31/16,88519,5.4083,11774,13.3011,176551,21.542,93552.4,6.194,,12.435,13637,167181,3685880,1.8437,34.1904,13.3011,12.82,0.59,15.4057,50.0952,9.4875,10.3774,9.4675,12.9464,13.6599,1252.95,8979710,0.718,35,14.777,121510,147627,26.4494,337.476,1.563,89.6406,3.3658,-1503,3880.659776,0.056862369,1.994498356,14.99498896
HD,4/29/16,88519,5.4083,11774,13.3011,176551,21.592,93618.5,6.201,,12.36,13637,167562,4610050,1.8373,34.1904,13.3011,12.856,0.59,15.4057,50.0952,9.4875,10.3774,9.4675,12.9464,13.093,1251.49,8012550,0.641,35,23.125,132954,142957,26.313,337.476,1.563,89.6406,3.3658,-1503,3161.862527,0.057609101,1.994498356,14.99498896
HD,5/31/16,90390,5.6849,12254,13.5568,184384,20.477,95230.4,6.452,,11.759,14149,164358,6366890,1.9376,34.1598,13.5568,13.545,0.69,15.6533,46.9939,8.956,18.8525,6.9886,13.0316,12.8666,1244.01,8238760,0.663,34,15.347,134756,136963,25.9652,330.671,1.4805,93.0948,3.3831,-1506,4006.446894,0.053550171,2.039871667,15.04684185
HD,6/30/16,90390,5.6849,12254,13.5568,184384,19.763,95226.3,6.461,,11.41,14149,158847,6642000,2.0049,34.1598,13.5568,13.636,0.69,15.6533,46.9939,8.956,18.8525,6.9886,13.0316,12.4771,1244.01,9301330,0.749,36,15.924,147467,211378,25.0946,330.671,1.4805,93.0948,3.3831,-1506,4077.529655,0.053504812,2.039871667,15.04684185
HD,7/29/16,90390,5.6849,12254,13.5568,184384,21.396,95226.3,6.461,,12.209,14149,171972,3662580,1.8519,34.1598,13.5568,13.545,0.69,15.6533,46.9939,8.956,18.8525,6.9886,13.0316,12.9063,1244.01,11010100,0.886,31,18.606,166010,234300,25.6669,330.671,1.4805,93.0948,3.3831,-1506,3602.097518,0.053504812,2.039871667,15.04684185
HD,8/31/16,92033,5.8704,12710,13.8103,187790,19.991,96256,6.709,,11.509,14636,165715,4650590,1.9833,34.1606,13.8103,13.705,0.69,15.903,47.332,6.6173,13.7931,6.5884,12.8307,12.4788,1235.57,10532400,0.854,26,13.329,149702,208071,24.902,314.601,1.4309,97.2931,3.682,-1495,3096.691675,0.045885715,2.040463747,14.77498033
HD,9/30/16,92033,5.8704,12710,13.8103,187790,19.18,96256,6.709,,11.086,14636,158994,6044650,2.0671,34.1606,13.8103,13.705,0.69,15.903,47.332,6.6173,13.7931,6.5884,12.8307,12.0196,1235.57,8411340,0.682,26,14.721,166689,228969,23.8919,314.601,1.4309,97.2931,3.682,-1495,3782.769896,0.045885715,2.040463747,14.77498033
HD,10/31/16,93368,6.1224,13049,13.9759,170060,18.119,96187.5,6.734,,10.736,15002,150752,5671520,2.1801,34.183,13.9759,13.955,0.69,16.0676,51.4157,6.1185,18.3824,6.4514,11.3358,11.3348,1235.57,8764600,0.71,32,25.803,151516,245632,26.4767,406.99,1.5252,116.064,2.891,-1565,3843.709921,0.030197712,1.82139491,13.03241628
HD,11/30/16,93368,6.1224,13049,13.9759,170060,18.6,97096.7,6.957,,11.018,15002,157630,6973820,2.1329,34.183,13.9759,13.84,0.69,16.0676,51.4157,6.1185,18.3824,6.4514,11.3358,11.7932,1218.16,7704700,0.633,36,18.678,169988,225283,28.0804,406.99,1.5252,116.064,2.891,-1565,4840.899937,0.039935524,1.82139491,13.03241628
HD,12/30/16,93368,6.1224,13049,13.9759,170060,19.289,97091.8,6.951,,11.37,15002,163331,4149140,2.0585,34.183,13.9759,13.787,0.69,16.0676,51.4157,6.1185,18.3824,6.4514,11.3358,12.1732,1218.16,7838280,0.644,34,18.798,181122,221600,29.096,406.99,1.5252,116.064,2.891,-1565,3899.58243,0.039883043,1.82139491,13.03241628
HD,1/31/17,94595,6.3745,13427,14.1942,187474,19.793,97096.5,6.951,,11.746,15400,167595,3227040,2.0061,34.1593,14.1942,13.9,0.69,16.2799,54.9295,5.8484,23.3939,8.7498,12.1736,12.2505,1218.16,8442280,0.694,25,15.169,157428,127343,38.1973,544.68,1.5325,149.441,1.862,-1621,3339.01239,0.026444315,1.981859506,13.96246369
HD,2/28/17,94595,6.3745,13427,14.1942,187474,20.093,98933.9,7.212,,12.134,15400,176524,4211950,1.9046,34.1593,14.1942,12.26,0.69,16.2799,54.9295,5.8484,23.3939,8.7498,12.1736,12.8303,1218.16,8740100,0.718,20,15.146,126952,142282,40.2323,544.68,1.5325,149.441,1.862,-1621,3296.383617,0.045868175,1.981859506,13.96246369
HD,3/31/17,94595,6.3745,13427,14.1942,187474,20.433,98995.8,7.186,,12.122,15400,176624,3248670,2.0159,34.1593,14.1942,12.26,0.69,16.2799,54.9295,5.8484,23.3939,8.7498,12.1736,12.8368,1202.92,11936600,0.993,23,11.272,134319,174721,40.7654,544.68,1.5325,149.441,1.862,-1621,3566.910241,0.046522543,1.981859506,13.96246369
HD,4/28/17,94595,6.3745,13427,14.1942,187474,21.708,99026.7,7.191,,12.676,15400,187502,4983040,1.8962,34.1593,14.1942,12.26,0.69,16.2799,54.9295,5.8484,23.3939,8.7498,12.1736,13.1843,1201.17,11120700,0.927,26,21.413,282934,173638,47.161,544.68,1.5325,149.441,1.862,-1621,3421.302286,0.046849199,1.981859506,13.96246369
HD,5/31/17,95720,6.6045,13699,14.3115,206224,20.778,100326,7.388,,12.14,15691,183530,7158380,2.0585,34.1371,14.3115,12.005,0.89,16.3926,51.0346,4.9424,15.8621,6.7004,13.1428,12.9311,1195.56,11151900,0.934,26,13.087,262507,161278,46.3785,578.925,1.4618,158.648,1.5597,-1754,3692.837945,0.048119515,2.154450481,15.05394554
HD,6/30/17,95720,6.6045,13699,14.3115,206224,20.763,100326,7.388,,12.133,15691,183398,3640850,2.06,34.1371,14.3115,12.005,0.89,16.3926,51.0346,4.9424,15.8621,6.7004,13.1428,12.9227,1195.56,13300900,1.114,25,14.043,237275,153762,46.3452,578.925,1.4618,158.648,1.5597,-1754,3802.586236,0.048119515,2.154450481,15.05394554
HD,7/31/17,97356,6.959,14059,14.4408,195019,20.252,100320,7.387,,11.906,16069,178855,5253320,2.1123,34.1119,14.4408,12.005,0.89,16.5054,54.3245,6.1801,14.1414,5.8195,12.1364,12.3836,1195.56,10964200,0.918,28,19.632,245284,160496,49.7123,702.504,1.5537,164.509,1.1169,-1770,4210.525333,0.030444965,2.003153375,13.87147023
HD,8/31/17,97356,6.959,14059,14.4408,195019,19.423,102126,7.716,,11.449,16069,176669,6083340,2.2419,34.1119,14.4408,12.135,0.89,16.5054,54.3245,6.1801,14.1414,5.8195,12.1364,12.2476,1178.82,11213000,0.952,33,14.151,226076,184833,49.802,702.504,1.5537,164.509,1.1169,-1770,4318.24084,0.048995439,2.003153375,13.87147023
HD,9/29/17,97356,6.959,14059,14.4408,195019,21.192,102156,7.718,,12.387,16069,192807,3467430,2.0543,34.1119,14.4408,13.385,0.89,16.5054,54.3245,6.1801,14.1414,5.8195,12.1364,13.2519,1178.82,13415700,1.139,31,13.078,231091,221770,54.3513,702.504,1.5537,164.509,1.1169,-1770,4488.722338,0.049303587,2.003153375,13.87147023
HD,10/31/17,99228,7.1868,14419,14.5312,217493,21.469,102154,7.722,,12.65,16451,195424,2922420,2.0268,34.0791,14.5312,13.385,0.89,16.579,56.8354,8.085,14.9068,7.0516,13.2207,13.2189,1178.82,11480100,0.975,28,20.575,208203,196461,76.1428,1006.25,1.5555,210.533,0.2791,-1830,2906.082919,0.029487645,2.19185109,15.08377835
HD,11/30/17,99228,7.1868,14419,14.5312,217493,22.203,104325,8.099,,13.143,16451,209985,9180660,1.9798,34.0791,14.5312,14.413,0.89,16.579,56.8354,8.085,14.9068,7.0516,13.2207,14.104,1167.75,14029600,1.203,25,18.505,160047,223899,82.5913,1006.25,1.5555,210.533,0.2791,-1830,3889.002783,0.05136655,2.19185109,15.08377835
HD,12/29/17,99228,7.1868,14419,14.5312,217493,23.318,104686,8.128,,13.74,16451,221323,4637830,1.8783,34.0791,14.5312,14.013,0.89,16.579,56.8354,8.085,14.9068,7.0516,13.2207,14.7932,1167.75,11879600,1.018,25,14.305,182259,213692,87.0511,1006.25,1.5555,210.533,0.2791,-1830,4407.896953,0.055004636,2.19185109,15.08377835
HD,1/31/18,100904,7.3888,14681,14.5495,263405,22.711,104505,8.846,,14.641,16743,234601,4547320,1.772,34.0482,14.5495,16.07,1.03,16.593,60.6975,7.5472,5.977,6.6434,15.7323,15.4114,1167.75,11964500,1.026,26,21.006,151015,140742,160.001,1858.87,1.6143,298.255,-0.709,-1897,3792.385927,0.035687386,2.610451518,17.94189769
HD,2/28/18,100904,7.3888,14681,14.5495,263405,19.282,107654,9.453,,13.244,16743,212846,6419900,1.9531,34.0482,14.5495,14.577,1.03,16.593,60.6975,7.5472,5.977,6.6434,15.7323,14.1121,1167.75,10276300,0.881,45,23.701,213000,155157,145.164,1858.87,1.6143,298.255,-0.709,-1897,5013.063869,0.066895267,2.610451518,17.94189769
HD,3/29/18,100904,7.3888,14681,14.5495,263405,18.895,107714,9.433,,12.875,16743,206272,4423530,2.0759,34.0482,14.5495,14.577,1.03,16.593,60.6975,7.5472,5.977,6.6434,15.7323,13.7194,1157.27,8848260,0.766,50,20.934,209585,185226,141.955,1858.87,1.6143,298.255,-0.709,-1897,4728.342853,0.067489891,2.610451518,17.94189769
HD,4/30/18,101964,7.7988,14713,14.4296,237369,19.603,107478,9.427,,13.2,16802,213022,4173190,2.0022,34.1483,14.4296,14.577,1.03,16.4784,55.2905,4.4376,24.4048,6.9316,14.1274,13.9993,1152.72,9806650,0.852,58,22.484,171159,142815,126.413,1528.93,1.5351,319.349,-0.5147,-1995,4217.360967,0.05407791,2.327968695,16.13328349
HD,5/31/18,101964,7.7988,14713,14.4296,237369,19.473,109120,9.58,,13.173,16802,215194,4839950,2.0584,34.1483,14.4296,14.41,1.03,16.4784,55.2905,4.4376,24.4048,6.9316,14.1274,14.1285,1153.54,9181000,0.797,54,17.07,162879,128242,127.61,1528.93,1.5351,319.349,-0.5147,-1995,4158.501945,0.070181633,2.327968695,16.13328349
HD,6/29/18,101964,7.7988,14713,14.4296,237369,20.357,109177,9.584,,13.717,16802,225056,4106630,1.9682,34.1483,14.4296,14.41,1.03,16.4784,55.2905,4.4376,24.4048,6.9316,14.1274,14.7155,1153.54,8218080,0.713,49,17.114,163244,145925,133.459,1528.93,1.5351,319.349,-0.5147,-1995,3902.062347,0.070740654,2.327968695,16.13328349
HD,7/31/18,104319,8.5988,15151,14.5237,247733,20.549,109243,9.612,,13.844,17260,227848,2795870,1.9441,34.244,14.5237,14.41,1.03,16.5454,55.1523,8.3784,35.3982,8.7287,14.353,14.476,1153.54,7092940,0.616,46,21.696,143025,139117,112.574,1269.19,1.4773,354.269,-0.2114,-2142,3118.468078,0.047201373,2.374763945,16.35093393
HD,8/31/18,104319,8.5988,15151,14.5237,247733,20.339,110912,9.871,,13.655,17260,229709,4023310,1.9824,34.244,14.5237,14.453,1.03,16.5454,55.1523,8.3784,35.3982,8.7287,14.353,14.5838,1144.14,8315270,0.728,43,13.134,124935,144075,114.426,1269.19,1.4773,354.269,-0.2114,-2142,3307.487429,0.063200376,2.374763945,16.35093393
HD,9/28/18,104319,8.5988,15151,14.5237,247733,20.975,110937,9.876,,14.051,17260,237008,3966220,1.9213,34.244,14.5237,14.453,1.03,16.5454,55.1523,8.3784,35.3982,8.7287,14.353,15.0067,1144.14,8310220,0.727,38,14.264,138323,121144,118.062,1269.19,1.4773,354.269,-0.2114,-2142,3553.213476,0.063440025,2.374763945,16.35093393
HD,10/31/18,105595,9.2688,15341,14.5282,218812,17.834,110881,9.862,,12.177,17473,201231,6339450,2.2629,34.3065,14.5282,14.453,1.03,16.5472,57.0442,5.0987,36.7568,14.9104,12.5229,12.8914,1144.14,9250680,0.81,51,31.552,168762,159166,150.697,1953.33,1.4756,546.518,-0.8294,-2254,4840.045799,0.050059188,2.072181448,14.26321622
HD,11/30/18,105595,9.2688,15341,14.5282,218812,17.787,111977,10.138,,12.202,17473,203676,8942390,2.2848,34.3065,14.5282,12.955,1.03,16.5472,57.0442,5.0987,36.7568,14.9104,12.5229,13.0313,1129.53,8399990,0.745,54,23.096,150690,145677,154.501,1953.33,1.4756,546.518,-0.8294,-2254,5631.64502,0.060438468,2.072181448,14.26321622
HD,12/31/18,105595,9.2688,15341,14.5282,218812,16.953,111944,10.135,,11.7,17473,194075,4206020,2.3979,34.3065,14.5282,13.005,1.03,16.5472,57.0442,5.0987,36.7568,14.9104,12.5229,12.4819,1129.53,8542160,0.757,60,29.813,129336,116078,147.219,1953.33,1.4756,546.518,-0.8294,-2254,5610.665203,0.060125953,2.072181448,14.26321622
HD,1/31/19,105595,9.2688,15341,14.5282,218812,18.152,111849,10.111,,12.482,17473,207302,5138000,2.2449,34.3065,14.5282,13.005,1.03,16.5472,57.0442,5.0987,36.7568,14.9104,12.5229,13.2388,1129.53,8039440,0.713,57,20.634,106622,90434,157.252,1953.33,1.4756,546.518,-0.8294,-2254,4587.687799,0.059226289,2.072181448,14.26321622
HD,2/28/19,108203,9.9041,15530,14.3527,231153,18.316,111904,10.108,,13.086,17682,209121,8060550,2.2253,34.3429,14.3527,10.718,1.03,16.3415,66.3637,10.9199,37.2549,14.8993,13.0728,13.3777,1129.53,8380420,0.743,48,16.663,139544,141122,157.252,1953.33,1.6515,546.518,-3.7376,-2442,4281.371013,0.034204227,2.136290121,14.88428847
HD,3/29/19,108203,9.9041,15530,14.3527,231153,19.014,111768,10.092,,13.236,17682,211828,4674120,2.319,34.3429,14.3527,10.718,1.03,16.3415,66.3637,10.9199,37.2549,14.8993,13.0728,13.5308,1103.9,9613140,0.872,42,14.965,133720,112615,157.252,1953.33,1.6515,546.518,-3.7376,-2442,4559.033729,0.03294733,2.136290121,14.88428847
HD,4/30/19,108203,9.9041,15530,14.3527,231153,20.212,111496,10.078,,13.949,17682,224628,3415620,2.1846,34.3429,14.3527,9.493,1.03,16.3415,66.3637,10.9199,37.2549,14.8993,13.0728,14.2547,1102.74,9741570,0.884,36,16.266,139137,130099,157.252,1953.33,1.6515,546.518,-3.7376,-2442,3344.178743,0.030433537,2.136290121,14.88428847
HD,5/31/19,109637,10.0941,15746,14.3619,253133,18.584,112428,10.216,,13.304,18120,208889,3681600,2.344,34.2585,14.3619,9.485,1.36,16.5273,66.3845,5.7482,9.0909,14.0175,13.5069,12.8705,1100.29,10217600,0.93,45,21.137,144201,135217,157.252,1953.33,1.8248,546.518,-3.99,-2567,3663.183948,0.025456734,2.308828224,16.07601931
HD,6/28/19,109637,10.0941,15746,14.3619,253133,20.363,112430,10.213,,14.403,18120,228826,11069000,2.2984,34.2585,14.3619,9.373,1.36,16.5273,66.3845,5.7482,9.0909,14.0175,13.5069,13.9343,1100.29,9649400,0.878,44,17.157,125508,115312,157.252,1953.33,1.8248,546.518,-3.99,-2567,4333.931963,0.025474977,2.308828224,16.07601931
HD,7/31/19,109637,10.0941,15746,14.3619,253133,20.86,112557,10.244,,14.669,18120,235120,3426410,2.2369,34.2585,14.3619,9.373,1.36,16.5273,66.3845,5.7482,9.0909,14.0175,13.5069,14.2701,1100.29,10284900,0.936,44,17.497,120675,134980,157.252,1953.33,1.8248,546.518,-3.99,-2567,3266.019867,0.026633345,2.308828224,16.07601931
HD,8/30/19,110013,10.2141,15741,14.3083,264509,21.718,113474,10.494,,15.202,18346,249596,3769330,2.0973,34.2023,14.3083,9.373,1.36,16.6762,66.4103,1.2343,3.9216,12.108,14.1042,15.0149,1095.15,10266800,0.938,46,18.89,137886,195454,,,1.8417,,-3.115,-2597,3645.063842,0.031459918,2.404343123,16.80382441
HD,9/30/19,110013,10.2141,15741,14.3083,264509,22.154,113352,10.473,,15.472,18346,254097,3258470,2.2024,34.2023,14.3083,9.373,1.36,16.6762,66.4103,1.2343,3.9216,12.108,14.1042,15.2549,1095.15,12288300,1.123,41,18.276,124573,174114,,,1.8417,,-3.115,-2597,4032.672237,0.030350959,2.404343123,16.80382441
HD,10/31/19,110013,10.2141,15741,14.3083,264509,22.381,113469,10.481,,15.301,18346,256901,2824070,2.1784,34.2023,14.3083,9.318,1.36,16.6762,66.4103,1.2343,3.9216,12.108,14.1042,15.4044,1095.15,11128600,1.017,29,16.483,112196,160003,,,1.8417,,-3.115,-2597,2863.391012,0.031414469,2.404343123,16.80382441
HD,11/29/19,110934,10.2341,15818,14.2589,291559,20.738,113934,10.633,,14.366,18684,240539,2952950,2.3174,34.1311,14.2589,9.26,1.36,16.8424,67.0076,3.5016,0.3953,12.4136,15.4351,14.4736,1090.83,8441840,0.775,25,22.33,233554,201243,,,1.8556,,-3.0596,-2622,3883.652815,0.027043107,2.628220383,18.43210267
HD,12/31/19,110934,10.2341,15818,14.2589,291559,20.936,113754,10.431,,14.504,18684,238216,3790250,2.4911,34.1311,14.2589,9.182,1.36,16.8424,67.0076,3.5016,0.3953,12.4136,15.4351,14.3506,1090.83,10323200,0.947,23,15.442,198777,187927,,,1.8556,,-3.0596,-2622,5668.774847,0.02542052,2.628220383,18.43210267
HD,1/31/20,110934,10.2341,15818,14.2589,291559,21.853,113796,10.438,,15.056,18684,248819,5304740,2.3849,34.1311,14.2589,9.382,1.36,16.8424,67.0076,3.5016,0.3953,12.4136,15.4351,14.9119,1090.83,9204850,0.845,22,20.789,172518,152962,,,1.8556,,-3.0596,-2622,4192.218464,0.025799124,2.628220383,18.43210267
HD,2/28/20,110225,10.25,15843,14.3733,280908,20.691,114714,10.528,,14.74,18952,237627,11814700,2.4972,34.0866,14.3733,9.435,1.36,17.1939,72.9507,-2.6764,9.0476,12.0872,14.8221,14.398,1090.83,8541410,0.784,30,45.833,160349,138981,,,1.9722,,-4.9861,-2678,4191.053296,0.040725788,2.548496258,17.73073282
HD,3/31/20,110225,10.25,15843,14.3733,280908,18.842,111500,9.909,,13.349,18952,200665,7341130,2.9886,34.0866,14.3733,8.954,1.36,17.1939,72.9507,-2.6764,9.0476,12.0872,14.8221,12.4477,1074.74,9679490,0.902,128,56.443,145028,159431,,,1.9722,,-4.9861,-2678,8426.2907,0.011567249,2.548496258,17.73073282
HD,4/30/20,110225,10.25,15843,14.3733,280908,22.985,110550,9.564,,16.049,18952,236123,5152680,2.5383,34.0866,14.3733,9.493,1.36,17.1939,72.9507,-2.6764,9.0476,12.0872,14.8221,14.3186,1074.12,10336200,0.964,125,32.667,157101,174818,,,1.9722,,-4.9861,-2678,6728.285791,0.002948514,2.548496258,17.73073282
HD,5/29/20,112104,10.06,15522,13.8461,268235,24.155,115312,10.287,,16.386,18676,267246,5342820,2.2457,34.0577,13.8461,9.12,1.5,16.6595,71.0796,7.1226,-8.3333,3.2498,14.3626,16.0795,1075.52,10254800,0.956,90,26.34,178639,192295,,,2.2355,,-5.3067,-2583,5093.042435,0.028616285,2.392733533,17.28095606
HD,6/30/20,112104,10.06,15522,13.8461,268235,24.108,116055,10.391,,16.222,18676,269429,4524580,2.2833,34.0577,13.8461,7.467,1.5,16.6595,71.0796,7.1226,-8.3333,3.2498,14.3626,16.1964,1075.52,8853840,0.824,43,27.367,164544,171659,,,2.2355,,-5.3067,-2583,4574.441201,0.035244059,2.392733533,17.28095606
HD,7/31/20,112104,10.06,15522,13.8461,268235,25.032,117111,10.606,,16.981,18676,285541,3640390,2.1545,34.0577,13.8461,7.653,1.5,16.6595,71.0796,7.1226,-8.3333,3.2498,14.3626,17.059,1075.52,6477370,0.603,37,28.68,164434,175984,,,2.2355,,-5.3067,-2583,3247.86057,0.044663884,2.392733533,17.28095606
HD,8/31/20,119318,10.91,16693,13.9903,312228,24.346,124127,11.708,,16.273,19890,306833,4105440,2.0067,34.1013,13.9903,8.527,1.5,16.6697,64.2473,23.3925,27.044,2.6914,15.6977,16.7619,1076.46,7357690,0.684,27,25.951,197280,190265,,,2.0463,,-2.46,-2464,3056.290372,0.040304061,2.616771987,18.70412748
HD,9/30/20,119318,10.91,16693,13.9903,312228,23.71,124308,11.713,,15.874,19890,298942,4779080,2.1101,34.1013,13.9903,8.527,1.5,16.6697,64.2473,23.3925,27.044,2.6914,15.6977,16.3652,1076.46,5873390,0.546,26,24.51,149170,167173,,,2.0463,,-2.46,-2464,3605.747233,0.041821016,2.616771987,18.70412748
HD,10/30/20,119318,10.91,16693,13.9903,312228,22.708,124437,11.745,,15.152,19890,287101,3874570,2.1971,34.1013,13.9903,9.3,1.5,16.6697,64.2473,23.3925,27.044,2.6914,15.6977,15.7699,1076.46,6043800,0.562,27,39.819,146630,166582,,,2.0463,,-2.46,-2464,2661.147341,0.042902161,2.616771987,18.70412748
HD,11/30/20,125631,11.56,17598,14.0077,313515,22.69,129081,12.226,,15.456,20820,298660,4624130,2.1124,34.0346,14.0077,9.473,1.5,16.5723,61.5475,23.1899,25.9843,2.2888,15.0584,15.6193,1076.6,6919150,0.644,29,22.936,152652,170793,194.458,2683.19,1.9782,,-0.6515,-2290,3411.024522,0.027461375,2.495522602,17.81537675
HD,12/8/20,125631,11.56,17598,14.0077,313515,21.393,129143,12.234,,14.618,20820,281768,5338140,2.2925,34.0346,14.0077,9.473,1.5,16.5723,61.5475,23.1899,25.9843,2.2888,15.0584,14.808,1076.6,6919150,0.644,31,24.33,193280,183244,183.46,2683.19,1.9782,,-0.6515,-2290,3945.663199,0.027954884,2.495522602,17.81537675
HLT,1/30/15,10502,2.0971,1673,15.9303,36776.8,20.733,11086.8,2.57,,13.613,2301,25570.5,1150390,,61.7311,15.9303,23.86,0,21.9101,44.7541,6.9996,433.333,4.9965,15.983,15.9316,328.206,1361060,1.0744,112,32.2291,5855.33,5203.33,3.6801,248.027,5.0813,14.7669,-25.426,-268,3896.4374,0.055684631,3.501885355,21.98254632
HLT,2/27/15,10502,2.0971,1673,15.9303,36776.8,23.388,11229,2.48,,13.85,2301,27835.3,1577460,,61.7311,15.9303,20.99,0,21.9101,44.7541,6.9996,433.333,4.9965,15.983,16.9158,328.208,1402900,1.1078,104,21.0067,7584.33,5790,4.006,248.027,5.0813,14.7669,-25.426,-268,5316.004993,0.06922491,3.501885355,21.98254632
HLT,3/31/15,10738,2.0525,1825,16.9957,40091.1,24.554,11243.4,2.475,,14.245,2475,29248.1,3495350,,62.0693,16.9957,20.99,0,23.049,44.1228,9.9873,25,4.7514,16.1984,16.1984,329.149,2944680,2.3079,102,25.8734,10671,6944.67,4.2906,247.296,4.6182,15.2207,-20.7141,-313,6095.424868,0.047066493,3.73357236,21.96772603
HLT,4/30/15,10738,2.0525,1825,16.9957,40091.1,22.8,11522.1,2.606,,13.645,2475,28596.5,2647180,,62.0693,16.9957,20.26,0,23.049,44.1228,9.9873,25,4.7514,16.1984,15.9352,329.15,2341570,1.8351,103,26.5623,22209.3,23667,4.195,247.296,4.6182,15.2207,-20.7141,-313,5878.530761,0.073021047,3.73357236,21.96772603
HLT,5/29/15,10738,2.0525,1825,16.9957,40091.1,22.985,11661.3,2.585,,13.629,2475,28596.5,3055560,,62.0693,16.9957,20.03,0,23.049,44.1228,9.9873,25,4.7514,16.1984,15.9352,329.15,3880540,2.4621,103,22.7667,21338.7,24022.7,4.195,247.296,4.6182,15.2207,-20.7141,-313,6911.977214,0.085984355,3.73357236,21.96772603
HLT,6/30/15,10993,1.9682,1817,16.5287,37847.3,21.866,11661.3,2.585,,13.092,2482,27204.2,1866950,,62.8036,16.5287,20.03,0,22.578,42.9542,9.5613,-23.8095,5.7182,15.2487,15.2487,329.15,1976730,1.1388,108,24.7619,34432.7,26742,3.6445,220.754,4.5085,13.12,-19.4713,-317,11183.37637,0.060793232,3.442854544,20.82955421
HLT,7/31/15,10993,1.9682,1817,16.5287,37847.3,19.974,11880.5,2.758,,12.512,2482,26513.1,3012770,,62.8036,16.5287,20.845,0,22.578,42.9542,9.5613,-23.8095,5.7182,15.2487,14.9702,329.15,1612180,0.9242,112,24.63,27727.3,16381,3.5519,220.754,4.5085,13.12,-19.4713,-317,8757.961416,0.080733194,3.442854544,20.82955421
HLT,8/31/15,10993,1.9682,1817,16.5287,37847.3,18.688,11758.2,2.726,,11.843,2482,24518.4,1456900,0.4122,62.8036,16.5287,20.845,0,22.578,42.9542,9.5613,-23.8095,5.7182,15.2487,14.1666,329.15,3715080,2.1296,122,34.5407,27286.3,12746.3,3.2846,220.754,4.5085,13.12,-19.4713,-317,8477.700137,0.069607932,3.442854544,20.82955421
HLT,9/30/15,11244,2.1144,2035,18.0985,32806.1,17.336,11736,2.715,,11.048,2712,22652.1,3236690,0.4462,63.6162,18.0985,20.845,0.63,24.1195,41.7091,9.4932,47.3684,4.6099,12.0967,12.0967,329.15,6628020,3.8127,139,31.7502,27587,14972.3,2.9712,208.803,3.9882,14.954,-22.47,-298,7019.137172,0.04375667,2.91765386,16.12093366
HLT,10/30/15,11244,2.1144,2035,18.0985,32806.1,17.921,11918,2.861,,11.405,2712,24676.4,1234860,0.4096,63.6162,18.0985,21.007,0.63,24.1195,41.7091,9.4932,47.3684,4.6099,12.0967,12.8431,329.151,3225740,1.8556,125,28.4083,23309.3,12839,3.2367,208.803,3.9882,14.954,-22.47,-298,8046.188527,0.059943081,2.91765386,16.12093366
HLT,11/30/15,11244,2.1144,2035,18.0985,32806.1,16.793,11908.8,2.837,,10.912,2712,22928.6,1679410,0.8816,63.6162,18.0985,20.96,0.63,24.1195,41.7091,9.4932,47.3684,4.6099,12.0967,12.1986,329.151,3444600,1.9815,129,29.113,21261.3,14646.3,3.0075,208.803,3.9882,14.954,-22.47,-298,6533.405843,0.059124867,2.91765386,16.12093366
