Ticker,date,LTM_REVENUE,LTM_EPS,LTM_OPERATING_INCOME,LTM_OPERATING_MARGIN,EV,NTM_PE,NTM_REVENUE,NTM_EPS,NTM_OPERATING_MARGIN,NTM_EV_EBITDA,LTM_EBITDA,MARKET_CAP,DAILY_VOLUME,LTM_DIVIDEND_YIELD,LTM_GROSS_MARGIN,LTM_EBIT_MARGIN,LONG_TERM_EPS_CAGR,LATEST_ANNUAL_DPS,LTM_EBITDA_MARGIN,TOTAL_DEBT_TO_ASSET,YOY_QUARTER_REVENUE_GROWTH,YOY_QUARTER_EPS_GROWTH,REVENUE_TO_CASH,LTM_EV_TO_EBITDA,LTM_PE,SHORT_INTEREST,SHORT_INTEREST_PERCENT_EQUITY_FLOAT,IMPLIED_CDS_SPREAD,IMPLIED_VOLATILITY_DELTA,TOTAL_CALL_OPEN_INTEREST,TOTAL_PUT_OPEN_INTEREST,PB,TOTAL_DEBT_TO_EQUITY,LTM_TOTAL_DEBT_TO_EBITDA,LTM_ROE,TANGIBLE_BOOK_VALUE_PER_SHARE,LTM_CAPITAL_EXPENDITURES,NET_DEBT,NTM_REVENUE_GROWTH,LTM_EV_REVENUE,LTM_EV_EBIT,LTM_EBITDA_CAPEX_MARGIN
CMG,1/29/16,4501.22,15.3626,763.589,16.964,14012.5,35.987,4666.17,12.587,,17.407,893.957,14127,1534640,,26.0882,16.964,16.83,0,19.8603,0,-6.7586,-43.9898,4.0221,15.6747,15.0609,31.188,2891610,9.416,88,57.184,53521,58940,6.5102,0,0,22.974,68.8607,-257.418,60858.98316,0.036645621,3.113044908,18.35084057
CMG,2/29/16,4501.22,15.3626,763.589,16.964,14012.5,63.305,4475.78,8.043,,26.993,893.957,15297.3,1426700,,26.0882,16.964,17.444,0,19.8603,0,-6.7586,-43.9898,4.0221,15.6747,16.3701,30.044,3194820,10.805,96,41.289,57651,56438,7.3178,0,0,22.974,68.8607,-257.418,52744.98624,-0.005651801,3.113044908,18.35084057
CMG,3/31/16,4246.64,10.5601,519.184,12.2258,13571.2,81.951,4358.19,5.747,,32.471,653.697,13923.3,802354,,21.9462,12.2258,17.224,0,15.3933,0,-23.3769,-43.9898,3.3271,20.7607,20.9156,29.563,3107310,10.683,106,32.101,60269,62015,8.9739,0,0,17.7723,51.7349,-260.976,47013.25305,0.026267826,3.195750052,26.13948042
CMG,4/29/16,4246.64,10.5601,519.184,12.2258,13571.2,58.598,4404.36,7.184,,25.542,653.697,12292.9,963051,,21.9462,12.2258,19.075,0,15.3933,0,-23.3769,-43.9898,3.3271,20.7607,18.4216,29.201,3017300,10.504,111,28.827,80555,75471,8.0212,0,0,17.7723,51.7349,-260.976,39632.01717,0.037139951,3.195750052,26.13948042
CMG,5/31/16,4246.64,10.5601,519.184,12.2258,13571.2,61.196,4405.65,7.222,,26.842,653.697,12905.9,983865,,21.9462,12.2258,18.8,0,15.3933,0,-23.3769,-43.9898,3.3271,20.7607,19.3592,29.201,3628640,12.633,105,28.276,58652,58474,8.4211,0,0,17.7723,51.7349,-260.976,35529.66565,0.03744372,3.195750052,26.13948042
CMG,6/30/16,4047.24,7.0221,332.663,8.2195,11470.3,56.48,4396.8,7.131,,24.265,470.81,11761.2,1073910,,18.5781,8.2195,18.8,0,11.6329,0,-16.6474,-80.4878,5.2558,24.3629,24.4069,29.201,4474720,15.579,116,29.545,64018,62831,7.9005,0,0,11.3395,50.2266,-269.735,37000.93947,0.086369971,2.834104229,34.48023976
CMG,7/29/16,4047.24,7.0221,332.663,8.2195,11470.3,52.873,4450.88,8.019,,23.364,470.81,12344.8,783723,,18.5781,8.2195,13.632,0,11.6329,0,-16.6474,-80.4878,5.2558,24.3629,25.6466,29.116,4621340,16.138,113,25.709,81310,74042,8.3169,0,0,11.3395,50.2266,-269.735,42065.78399,0.099732163,2.834104229,34.48023976
CMG,8/31/16,4047.24,7.0221,332.663,8.2195,11470.3,51.813,4451.48,7.985,,22.833,470.81,12046.1,1141070,,18.5781,8.2195,13.632,0,11.6329,0,-16.6474,-80.4878,5.2558,24.3629,25.0121,29.116,5182380,18.108,111,25.792,79780,79768,8.1157,0,0,11.3395,50.2266,-269.735,37767.01355,0.099880412,2.834104229,34.48023976
CMG,9/30/16,3867.33,2.9975,107.63,2.7831,11914.7,53.997,4434.83,7.843,,23.295,250.066,12330.5,996508,,14.3277,2.7831,13.632,0,6.4661,0,-14.7842,-94.1935,6.7281,47.6463,47.8729,29.116,5164070,18.033,111,25.229,63367,66816,8.5175,0,0,3.8952,48.9642,-267.83,38583.48903,0.146742068,3.080859404,110.7005482
CMG,10/31/16,3867.33,2.9975,107.63,2.7831,11914.7,45.208,4484.98,7.98,,19.383,250.066,10443.7,1264480,,14.3277,2.7831,13.468,0,6.4661,0,-14.7842,-94.1935,6.7281,47.6463,40.3276,28.949,6031150,21.184,130,31.479,74333,73453,7.2557,0,0,3.8952,48.9642,-267.83,43513.40864,0.15970967,3.080859404,110.7005482
CMG,11/30/16,3867.33,2.9975,107.63,2.7831,11914.7,49.847,4484.92,7.951,,21.473,250.066,11473.4,905136,,14.3277,2.7831,13.068,0,6.4661,0,-14.7842,-94.1935,6.7281,47.6463,44.4454,28.949,5008620,17.592,123,30.853,78538,76999,7.971,0,0,3.8952,48.9642,-267.83,48747.837,0.159694156,3.080859404,110.7005482
CMG,12/30/16,3867.33,2.9975,107.63,2.7831,11914.7,50.606,4461.38,7.456,,18.472,250.066,10923.1,890470,,14.3277,2.7831,11.335,0,6.4661,0,-14.7842,-94.1935,6.7281,47.6463,58.0616,28.949,4948860,17.382,129,29.07,77685,65311,7.752,0,0,3.8952,48.9642,-267.83,38055.66571,0.153607269,3.080859404,110.7005482
CMG,1/31/17,3904.38,1.3056,34.567,0.8853,10454.4,49.94,4528.26,8.439,,21.591,180.935,12200.3,737863,,12.7604,0.8853,10.643,0,4.6341,0,3.7146,-74.8858,11.7724,57.7798,65.1204,28.949,4757890,18.595,111,35.663,58338,48382,8.6584,0,0,1.2994,47.9126,-258.842,29722.54194,0.159789775,2.677608225,302.4387422
CMG,2/28/17,3904.38,1.3056,34.567,0.8853,10454.4,51.799,4577.29,8.084,,21.818,180.935,12048.4,496676,,12.7604,0.8853,23.667,0,4.6341,0,3.7146,-74.8858,11.7724,57.7798,64.281,28.773,4617480,18.171,112,23.05,67283,57509,8.6029,0,0,1.2994,47.9126,-258.842,30225.99891,0.172347466,2.677608225,302.4387422
CMG,3/31/17,4138.75,3.8239,154.344,3.7292,12199.6,55.2,4583.61,8.071,,22.976,305.203,12778.9,914420,,15.246,3.7292,23.667,0,7.3743,0,28.0865,-74.8858,8.7313,39.972,39.9793,28.683,4525540,17.872,108,23.382,73715,67706,9.0761,0,0,6.4783,48.3222,-253.009,26276.08339,0.10748656,2.947653277,79.04162131
CMG,4/28/17,4138.75,3.8239,154.344,3.7292,12199.6,51.305,4766.54,9.248,,21.965,305.203,13599.7,937692,,15.246,3.7292,20,0,7.3743,0,28.0865,-74.8858,8.7313,39.972,42.669,28.663,4482020,17.68,106,21.786,90025,86308,9.6659,0,0,6.4783,48.3222,-253.009,35277.29477,0.151685895,2.947653277,79.04162131
CMG,5/31/17,4138.75,3.8239,154.344,3.7292,12199.6,51.594,4766.46,9.252,,22.104,305.203,13682.3,651660,,15.246,3.7292,34.667,0,7.3743,0,28.0865,-74.8858,8.7313,39.972,42.9394,28.663,3968380,15.653,105,21.726,76281,71347,9.7245,0,0,6.4783,48.3222,-253.009,31927.53027,0.151666566,2.947653277,79.04162131
CMG,6/30/17,4309.78,5.1946,220.174,5.1087,11324.6,46.285,4765.82,8.99,,19.709,376.04,11926.7,740106,,16.1574,5.1087,34.667,0,8.7253,0,17.1303,164.773,6.6771,30.1155,30.2018,28.663,3369650,13.291,108,23.089,87211,65329,8.2018,0,0,9.3061,49.9653,-245.845,29813.61221,0.105815146,2.627651527,51.43477431
CMG,7/31/17,4309.78,5.1946,220.174,5.1087,11324.6,37.213,4795.22,9.238,,15.659,376.04,9801.57,1234240,,16.1574,5.1087,46.5,0,8.7253,0,17.1303,164.773,6.6771,30.1155,24.5505,28.512,4386020,17.404,115,28.748,110036,78293,6.7761,0,0,9.3061,49.9653,-245.845,64077.58605,0.11263684,2.627651527,51.43477431
CMG,8/31/17,4309.78,5.1946,220.174,5.1087,11324.6,34.865,4785.31,9.084,,14.52,376.04,9030.04,899536,,16.1574,5.1087,46.5,0,8.7253,0,17.1303,164.773,6.6771,30.1155,22.4988,28.512,4804360,19.064,118,24.398,123588,88958,6.2427,0,0,9.3061,49.9653,-245.845,52994.70632,0.110337419,2.627651527,51.43477431
CMG,9/29/17,4309.78,5.1946,220.174,5.1087,11324.6,34.196,4780.32,9.002,,14.177,376.04,8776.85,1196350,,16.1574,5.1087,45.4,0,8.7253,0,17.1303,164.773,6.6771,30.1155,20.5049,28.512,4952740,19.653,117,30.798,110876,86403,6.2774,0,0,9.3061,49.9653,-245.845,45349.31491,0.109179587,2.627651527,51.43477431
CMG,10/31/17,4400.87,5.4289,241.315,5.4833,8159.23,31.339,4816.65,8.676,,12.696,401.293,7676.55,1310500,,16.6056,5.4833,41.3,0,9.1185,0,8.7843,155.556,9.9407,20.3324,17.7631,28.233,5573910,22.365,127,30.937,122009,91986,5.5447,0,0,10.497,48.262,-232.096,56449.42325,0.094476774,1.854003867,33.81153264
CMG,11/30/17,4400.87,5.4289,241.315,5.4833,8159.23,34.995,4813.77,8.698,,14.35,401.293,8593.84,1486130,,16.6056,5.4833,41.3,0,9.1185,0,8.7843,155.556,9.9407,20.3324,20.0489,28.233,5171350,20.75,122,31.609,115851,85469,6.2073,0,0,10.497,48.262,-232.096,56079.30082,0.093822358,1.854003867,33.81153264
CMG,12/29/17,4400.87,5.4289,241.315,5.4833,8159.23,32.983,4810.05,8.763,,12.953,401.293,8160.18,1111420,,16.6056,5.4833,41.3,0,9.1185,0,8.7843,155.556,9.9407,20.3324,17.6238,28.233,3727770,14.957,121,30.256,101865,78533,5.9367,0,0,10.497,48.262,-232.096,40023.0109,0.09297707,1.854003867,33.81153264
CMG,1/31/18,4476.41,6.2516,270.794,6.0494,7591.4,30.219,4884.6,10.747,,15.013,434.142,9168.95,737156,,16.8934,6.0494,41.3,0,9.6984,0,7.3017,183.636,6.0146,17.486,19.9474,28.233,3232060,12.973,118,53.063,50713,53646,6.6706,0,0,12.7399,47.9022,-216.777,36336.71826,0.091186911,1.695867894,28.03385599
CMG,2/28/18,4476.41,6.2516,270.794,6.0494,7591.4,38.046,4836.49,8.369,,16.622,434.142,8893.19,912634,,16.8934,6.0494,25.252,0,9.6984,0,7.3017,183.636,6.0146,17.486,19.3122,27.93,3509270,14.261,138,34.965,68642,64042,6.5402,0,0,12.7399,47.9022,-216.777,59897.75152,0.080439459,1.695867894,28.03385599
CMG,3/29/18,4476.41,6.2516,270.794,6.0494,7591.4,38.714,4838.02,8.346,,16.888,434.142,9024.46,532690,,16.8934,6.0494,25.052,0,9.6984,0,7.3017,183.636,6.0146,17.486,18.4084,27.93,3738510,15.223,140,28.553,57483,55706,6.5913,0,0,12.7399,47.9022,-216.777,35973.85488,0.080781251,1.695867894,28.03385599
CMG,4/30/18,4555.98,6.8367,290.429,6.3747,8460.26,45.964,4951.97,9.21,,20.003,461.413,11765.6,1681560,,17.3596,6.3747,18.676,0,10.1276,0,7.4444,33.125,4.9534,18.3355,24.3491,27.793,3830170,15.685,149,31.373,55515,62579,8.6358,0,0,13.6793,48.2321,-217.213,40312.06059,0.086916536,1.85695723,29.13021771
CMG,5/31/18,4555.98,6.8367,290.429,6.3747,8460.26,46.728,4951.56,9.206,,20.368,461.413,11956,665895,,17.3596,6.3747,18.936,0,10.1276,0,7.4444,33.125,4.9534,18.3355,24.7617,27.793,3370010,13.801,151,23.329,54044,62690,8.7755,0,0,13.6793,48.2321,-217.213,38042.81894,0.086826544,1.85695723,29.13021771
CMG,6/29/18,4555.98,6.8367,290.429,6.3747,8460.26,46.489,4952.29,9.279,,20.105,461.413,11989.1,1027550,,17.3596,6.3747,20.335,0,10.1276,0,7.4444,33.125,4.9534,18.3355,26.5002,27.793,2680660,9.781,166,27.394,67231,72528,8.6187,0,0,13.6793,48.2321,-217.213,24564.65177,0.086986773,1.85695723,29.13021771
CMG,7/31/18,4653.09,7.5374,251.661,5.4085,11423.3,42.296,5053.72,10.253,,19.32,430.757,12057.5,4542060,,17.6256,5.4085,20.19,0,9.2574,0,8.3043,-27.4678,5.6126,26.5192,26.659,27.804,2507230,9.144,171,29.193,56076,78012,8.6644,0,0,11.9438,49.2618,-231.567,29435.83777,0.086099775,2.454992274,45.39161809
CMG,8/31/18,4653.09,7.5374,251.661,5.4085,11423.3,46.463,5050.06,10.227,,21.212,430.757,13211.9,803250,,17.6256,5.4085,20.14,0,9.2574,0,8.3043,-27.4678,5.6126,26.5192,29.339,27.804,2315970,8.447,166,26.132,80422,88216,9.494,0,0,11.9438,49.2618,-231.567,35660.21676,0.0853132,2.454992274,45.39161809
CMG,9/28/18,4653.09,7.5374,251.661,5.4085,11423.3,44.469,5049.5,10.221,,20.163,430.757,12637.5,932945,,17.6256,5.4085,20.14,0,9.2574,0,8.3043,-27.4678,5.6126,26.5192,25.516,27.804,1973750,7.199,161,27.364,72392,71885,8.7977,0,0,11.9438,49.2618,-231.567,22715.62125,0.08519285,2.454992274,45.39161809
CMG,10/31/18,4750.02,8.3421,278.785,5.8691,11961.2,42.217,5107.55,10.904,,19.956,468.989,12791.3,1210820,,18.2684,5.8691,20.408,0,9.8734,0,8.5928,98.5507,3.5712,25.5042,25.8439,27.787,2360960,8.616,148,33.634,54494,67937,8.9101,0,0,13.3425,50.8743,-261.27,28560.77302,0.075269157,2.518136766,42.90474739
CMG,11/30/18,4750.02,8.3421,278.785,5.8691,11961.2,43.394,5107.55,10.905,,20.547,468.989,13149.2,956224,,18.2684,5.8691,20.408,0,9.8734,0,8.5928,98.5507,3.5712,25.5042,26.607,27.787,2009180,7.332,139,31.251,54264,67137,9.1594,0,0,13.3425,50.8743,-261.27,25970.71532,0.075269157,2.518136766,42.90474739
CMG,12/31/18,4864.98,6.7355,258.368,5.3108,11282.5,39.617,5107.89,10.899,,17.52,460.347,11998.3,501815,,18.7255,5.3108,20.408,0,9.4625,0,10.3559,-26.2821,4.9012,24.5087,24.5934,27.787,2376060,8.671,155,41.131,47992,56580,8.2973,0,0,12.5849,51.2474,-287.39,22599.24425,0.049930318,2.31912567,43.66833354
CMG,1/31/19,4864.98,6.7355,258.368,5.3108,11282.5,43.936,5214.23,12.054,,21.691,460.347,14716.4,348873,,18.7255,5.3108,21.658,0,9.4625,0,10.3559,-26.2821,4.9012,24.5087,30.4979,27.787,2483990,9.065,138,54.393,40104,46870,10.1771,0,0,12.5849,51.2474,-287.39,26918.53025,0.071788579,2.31912567,43.66833354
CMG,2/28/19,4864.98,6.7355,258.368,5.3108,11282.5,49.615,5295.89,12.245,,24.108,460.347,16803.8,721912,,18.7255,5.3108,20.312,0,9.4625,0,10.3559,-26.2821,4.9012,24.5087,35.0324,27.659,2422480,8.883,116,25.126,50029,60434,11.6744,0,0,12.5849,51.2474,-287.39,28060.13835,0.088573848,2.31912567,43.66833354
CMG,3/29/19,4864.98,6.7355,258.368,5.3108,11282.5,57.749,5297.82,12.3,,32.326,460.347,19693.7,756221,,18.7255,5.3108,20.312,0,9.4625,0,10.3559,-26.2821,4.9012,24.5087,27.4244,27.725,2374310,8.684,99,25.639,48878,74118,13.2708,0,0,12.5849,51.2474,-287.39,19910.32882,0.088970561,2.31912567,43.66833354
CMG,4/30/19,5024.81,8.0549,275.721,5.4872,21627.8,49.858,5539.79,13.8,,28.656,560.605,19068,591692,,19.129,5.4872,20.698,0,11.1568,57.7576,13.9168,49.2958,4.7116,27.4213,26.6312,27.714,1897220,6.942,110,22.859,50421,65916,12.8547,180.049,3.3872,14.4136,52.7328,-294.092,24338.04575,0.102487457,4.304202547,78.44088771
CMG,5/31/19,5024.81,8.0549,275.721,5.4872,21627.8,47.838,5541.35,13.796,,27.601,560.605,18290.1,634520,,19.129,5.4872,21.048,0,11.1568,57.7576,13.9168,49.2958,4.7116,27.4213,25.6449,27.714,1859330,6.8,115,28.167,52729,67785,12.3303,180.049,3.3872,14.4136,52.7328,-294.092,22901.53953,0.102797917,4.304202547,78.44088771
CMG,6/28/19,5024.81,8.0549,275.721,5.4872,21627.8,52.954,5550.36,13.84,,30.364,560.605,20310.7,487329,,19.129,5.4872,21.048,0,11.1568,57.7576,13.9168,49.2958,4.7116,27.4213,26.5743,27.714,1683350,6.157,105,23.144,48180,99412,13.2105,180.049,3.3872,14.4136,52.7328,-294.092,19040.56434,0.104591019,4.304202547,78.44088771
CMG,7/31/19,5192.52,9.1641,327.784,6.3126,22296.6,52.4,5782.08,15.182,,30.443,688.909,22054.3,534938,,19.4745,6.3126,21.638,0,13.2673,57.8632,13.2419,94.0828,4.7822,26.5835,28.6532,27.723,1622310,5.933,95,23.705,59715,111187,14.3398,175.288,3.2144,17.0224,54.6858,-300.887,17422.73203,0.113540246,4.293984424,68.02223415
CMG,8/30/19,5192.52,9.7085,327.784,6.3126,22296.6,55.108,5788.07,15.214,,31.889,688.909,23243.4,289418,,19.4745,6.3126,21.638,0,13.2673,57.8632,13.2419,94.0828,4.7822,26.5835,30.0708,27.723,1835780,6.712,82,23.846,51294,101007,15.1129,175.288,3.2144,17.0224,54.6858,-300.887,17342.46775,0.114693829,4.293984424,68.02223415
CMG,9/30/19,5371.21,11.4926,385.414,7.1756,25360.1,55.149,5795.35,15.24,,31.892,746.091,23300.2,467695,,20.0021,7.1756,21.865,0,13.8906,56.897,14.5869,159.124,3.6312,33.9906,33.9025,27.723,1715430,6.272,79,24.488,46268,86688,14.4016,173.167,3.7657,20.2572,57.5702,-315.356,15972.16391,0.078965447,4.721487337,65.79963364
CMG,10/31/19,5371.21,11.5364,385.414,7.1756,25360.1,47.27,6027.1,16.462,,24.953,822.688,21629.1,293855,,20.0021,7.1756,28.573,0,15.3166,56.897,14.5869,159.124,3.6312,28.2355,26.3018,27.795,1619870,5.907,57,23.937,65332,104184,13.3339,173.167,3.1281,20.2572,57.5702,-315.356,19791.44211,0.12211215,4.721487337,65.79963364
CMG,11/29/19,5371.21,11.5364,385.414,7.1756,25360.1,49.334,6036.58,16.498,,26.104,822.688,22623.1,271343,,20.0021,7.1756,28.573,0,15.3166,56.897,14.5869,159.124,3.6312,28.2355,27.4084,27.795,1552730,5.662,53,21.204,57454,98269,13.9467,173.167,3.1281,20.2572,57.5702,-315.356,20456.80518,0.123877115,4.721487337,65.79963364
CMG,12/31/19,5586.37,14.6958,443.958,7.9472,25204.7,50.715,6037.01,16.506,,25.185,961.937,23267.6,282366,,20.4514,7.9472,28.573,0,17.2194,55.8616,17.5635,126.956,2.9966,26.202,26.237,27.795,1463880,5.336,53,20.78,46920,86151,13.8049,169.428,2.9643,22.4147,59.8482,-333.912,12197.08581,0.080667768,4.511820735,56.77271273
CMG,1/31/20,5586.37,14.6958,443.958,7.9472,25204.7,48.269,6238.72,17.957,,25.913,961.937,24091.8,385803,,20.4514,7.9472,28.573,0,17.2194,55.8616,17.5635,126.956,2.9966,26.202,27.0938,27.795,1201860,4.381,48,39.941,34413,63550,14.2939,169.428,2.9643,22.4147,59.8482,-333.912,10821.85045,0.116775294,4.511820735,56.77271273
CMG,2/28/20,5586.37,14.6958,443.958,7.9472,25204.7,41.953,6321.76,18.439,,22.171,961.937,21480.7,1505880,,20.4514,7.9472,22.835,0,17.2194,55.8616,17.5635,126.956,2.9966,26.202,24.3794,27.768,936927,3.423,61,52.956,38959,63918,12.7572,169.428,2.9643,22.4147,59.8482,-333.912,18137.81451,0.131640045,4.511820735,56.77271273
CMG,3/31/20,5586.37,14.6958,443.958,7.9472,25204.7,44.651,5934.96,14.656,,21.406,961.937,18171.4,847814,,20.4514,7.9472,13.705,0,17.2194,55.8616,17.5635,126.956,2.9966,26.202,20.9391,27.768,1904770,6.958,128,68.018,31713,56693,10.7918,169.428,2.9643,22.4147,59.8482,-333.912,35820.76371,0.062400092,4.511820735,56.77271273
CMG,4/30/20,5688.92,14.443,404.918,7.1177,20264,94.397,5711.74,9.307,,40.1,931.71,24503.4,449395,,19.6322,7.1177,15.25,0,16.3776,56.5282,7.8393,-13.522,2.8198,21.7492,28.5124,27.891,1941620,7.082,133,40.823,39145,67065,14.6152,176.023,3.1589,21.447,59.3234,-347.339,31810.16576,0.004011306,3.56201177,50.04470041
CMG,5/29/20,5688.92,14.2717,404.918,7.1177,20264,106.324,5738.62,9.442,,45.436,931.71,27999.8,671977,,19.6322,7.1177,15.167,0,16.3776,56.5282,7.8393,-13.522,2.8198,21.7492,32.265,27.891,1659050,6.033,89,35.434,41800,73124,16.7006,176.023,3.1589,21.447,59.3234,-347.339,23736.1383,0.00873628,3.56201177,50.04470041
CMG,6/30/20,5688.92,14.2717,404.918,7.1177,20264,104.942,5798.8,10.028,,46.471,931.71,29351.1,397951,,19.6322,7.1177,15.167,0,16.3776,56.5282,7.8393,-13.522,2.8198,21.7492,33.7154,27.891,1428540,5.194,41,34.63,31101,54564,17.5066,176.023,3.1589,21.447,59.3234,-347.339,15960.66951,0.019314738,3.56201177,50.04470041
CMG,7/31/20,5619.43,10.709,279.959,4.982,31527.9,67.455,6544.87,17.125,,35.786,823.235,32307.1,302829,,17.51,4.982,20.457,0,14.6498,55.9833,-4.8453,-91.1585,2.2534,38.2976,41.7946,27.968,1113200,4.037,37,30.495,37928,72640,18.9516,176.379,3.6519,15.763,60.1687,-357.365,13747.65446,0.164685742,5.610515657,112.6161331
CMG,8/31/20,5619.43,10.8563,279.959,4.982,31527.9,76.692,6543.1,17.085,,40.731,823.235,36645.4,290826,,17.51,4.982,23.185,0,14.6498,55.9833,-4.8453,-91.1585,2.2534,38.2976,47.0645,27.968,1069520,3.878,28,36.875,34167,68813,21.4965,176.379,3.6519,15.763,60.1687,-357.365,10389.6322,0.164370764,5.610515657,112.6161331
CMG,9/30/20,5817.15,10.6913,271.434,4.6661,36883.5,71.457,6567.83,17.405,,37.906,829.721,34783.6,287010,,17.2645,4.6661,25.345,0,14.2634,54.8855,14.0854,-19.1549,2.4176,44.4529,44.4358,27.968,966443,3.504,27,34.219,35189,55329,19.2723,171.189,3.7253,13.8402,63.7495,-342.705,11302.80797,0.129046011,6.340476006,135.8838613
CMG,10/30/20,5817.15,10.6913,271.434,4.6661,36883.5,62.337,6787.24,19.274,,33.257,829.721,33617.8,491428,,17.2645,4.6661,26.095,0,14.2634,54.8855,14.0854,-19.1549,2.4176,44.4529,43.0308,27.98,1112820,4.033,26,43.316,42718,59911,18.6179,171.189,3.7253,13.8402,63.7495,-342.705,13534.96903,0.166763793,6.340476006,135.8838613
CMG,11/30/20,5817.15,10.6913,271.434,4.6661,36883.5,66.91,6787.47,19.271,,35.77,829.721,36078.7,268066,,17.2645,4.6661,26.095,0,14.2634,54.8855,14.0854,-19.1549,2.4176,44.4529,45.9967,27.98,947053,3.433,29,32.325,37288,60738,19.9807,171.189,3.7253,13.8402,63.7495,-342.705,14033.99809,0.166803332,6.340476006,135.8838613
CMG,12/8/20,5817.15,10.6913,271.434,4.6661,36883.5,69.806,6787.7,19.282,,37.358,829.721,37661.6,258197,,17.2645,4.6661,26.095,0,14.2634,54.8855,14.0854,-19.1549,2.4176,44.4529,47.9044,27.98,947053,3.433,28,32.166,36827,63879,20.8573,171.189,3.7253,13.8402,63.7495,-342.705,10983.26662,0.16684287,6.340476006,135.8838613
DG,1/30/15,18909.6,3.517,1769.09,9.3555,22494.5,17.378,20164.2,3.859,,9.748,2111.45,20347.7,6425010,,30.6855,9.3555,13.59,0,11.166,24.3127,9.9047,15.8416,8.5182,10.6536,10.6529,303.426,7360720,2.4297,83,28.0457,139716,88133,3.5638,47.7251,1.2906,19.1743,0.5588,-373.967,17386.36548,0.066347252,1.189580954,12.7152943
DG,2/27/15,18909.6,3.517,1769.09,9.3555,22494.5,18.114,20558.4,4.009,,10.208,2111.45,22034.8,2359050,,30.6855,9.3555,13.158,0,11.166,24.3127,9.9047,15.8416,8.5182,10.6536,11.4519,303.426,4156130,1.3719,78,25.5661,65377,32677,3.8592,47.7251,1.2906,19.1743,0.5588,-373.967,16295.59761,0.087193806,1.189580954,12.7152943
DG,3/31/15,18909.6,3.517,1769.09,9.3555,22494.5,19.098,20515.9,3.947,,10.961,2111.45,22871.5,3289210,,30.6855,9.3555,12.7,0,11.166,24.3127,9.9047,15.8416,8.5182,10.6536,11.8482,303.415,3721340,1.2933,81,18.6342,75827,30878,4.0059,47.7251,1.2906,19.1743,0.5588,-373.967,11646.74675,0.084946271,1.189580954,12.7152943
DG,4/30/15,18909.6,3.517,1769.09,9.3555,22494.5,18.417,20517,3.948,,10.611,2111.45,22082.3,2990190,0.3026,30.6855,9.3555,12.525,0,11.166,24.3127,9.9047,15.8416,8.5182,10.6536,11.4744,303.704,5635050,1.956,79,20.5436,84283,34887,3.864,47.7251,1.2906,19.1743,0.5588,-373.967,10961.92235,0.085004442,1.189580954,12.7152943
DG,5/29/15,19306.2,3.637,1817.58,9.4145,24318.8,17.853,20926.6,4.066,,10.53,2162.93,22045.9,3154140,0.3031,30.7853,9.4145,12.525,0.22,11.2033,24.7826,8.7701,16.6667,21.8495,11.2435,11.3439,303.704,5501450,1.9097,78,24.9502,57832,20248,4.0044,50.4156,1.2554,21.4557,-0.5189,-389.808,10199.65712,0.083931587,1.259636801,13.3797687
DG,6/30/15,19306.2,3.637,1817.58,9.4145,24318.8,19.054,20923.1,4.08,,10.718,2162.93,23097.2,1962570,0.566,30.7853,9.4145,12.275,0.22,11.2033,24.7826,8.7701,16.6667,21.8495,11.2435,11.83,297.108,5602290,1.9901,69,19.3047,55397,19866,4.2885,50.4156,1.2554,21.4557,-0.5189,-389.808,9369.045375,0.083750298,1.259636801,13.3797687
DG,7/31/15,19678,3.757,1864.86,9.4769,26364.4,19.689,20920.9,4.082,,11.054,2212.45,23878.6,1297900,0.5475,30.8773,9.4769,11.82,0.22,11.2433,25.5746,7.8718,14.4578,28.2282,11.9164,12.0053,297.108,6108470,2.17,68,16.8908,55968,20478,4.3702,52.8356,1.2941,21.4413,-0.4103,-429.604,7132.866388,0.063161907,1.339790629,14.13746876
DG,8/31/15,19678,3.757,1864.86,9.4769,26364.4,17.702,21315.1,4.208,,9.958,2212.45,21949.2,4614340,0.5907,30.8773,9.4769,11.82,0.22,11.2433,25.5746,7.8718,14.4578,28.2282,11.9164,11.1332,294.66,7169350,2.5692,65,24.9418,40975,27273,4.0505,52.8356,1.2941,21.4413,-0.4103,-429.604,9666.608973,0.08319443,1.339790629,14.13746876
DG,9/30/15,19678,3.757,1864.86,9.4769,26364.4,17.235,21304.6,4.203,,9.766,2212.45,21345.1,4210540,0.9111,30.8773,9.4769,12.275,0.22,11.2433,25.5746,7.8718,14.4578,28.2282,11.9164,10.8602,294.66,8669180,3.1071,67,23.2878,47682,29146,3.939,52.8356,1.2941,21.4413,-0.4103,-429.604,14109.08844,0.08266084,1.339790629,14.13746876
DG,10/30/15,20020.7,3.8426,1894.58,9.4631,22640.8,16.147,21295.2,4.197,,9.297,2244.46,19969.1,4979780,0.9739,30.9143,9.4631,12.868,0.22,11.2107,27.5213,7.2525,11.5385,27.7625,10.0874,10.1999,294.66,6986290,2.504,70,22.0475,57321,29422,3.6898,58.1386,1.3842,21.4139,-0.6741,-472.316,14244.59264,0.063659113,1.13086955,11.95030033
